Quantify Compound Summary Report 

Printed Tue Aug 20 12:15:31 2019

Compound 1:  PFBA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
12	AED-0031514-PFAS-18Jul19-012	blank	6.238	1	db		0.00		1:44		1.92	2	3.491	-0.495	0.277	3.214	12	6.189	6.347	1.098		Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	6.167	1152	bb		6.23	-37.7	1:20	10.000	1.73	702	4.451	0.154	0.303	2.967	15491	6.078	6.326	1.226	62.3	Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	6.187	1006	bb		5.44	-45.6	1:20	10.000	1.02	2785	4.537	-0.284	-0.043	2.893	13421	6.088	6.296	0.950	54.4	Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	5.816	1	bb		0.00		1:44		0.79	1	3.397	-0.725	-0.103	2.241	11	5.749	5.874	0.398		Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	6.197	706	bb		3.82	-61.8	1:21	10.000	0.99	1258	4.303	-0.105	0.083	2.835	9649	6.088	6.306	1.091	38.2	Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	6.177	582	bb		3.14	-68.6	1:21	10.000	0.86	816	4.715	-0.345	-0.129	2.971	7540	6.078	6.266	0.625	31.4	Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	5.778	1	bb		0.01		1:44		0.75	2	3.303	0.336	-0.653	3.166	19	5.678	5.855	0.267		Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	6.169	735	bb		3.97	-60.3	1:22	10.000	1.39	1497	4.484	-0.224	0.218	2.931	9716	6.080	6.298	0.892	39.7	Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	6.187	736	bb		3.98	-60.2	1:22	10.000	1.20	1158	4.486	-0.244	0.140	2.845	10184	6.098	6.296	0.924	39.8	Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	5.781	1	db		0.00		1:44		0.92	1	1.380	-0.735	-0.152	3.020	8	5.712	5.848	0.055		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	6.189	453	bb		2.45	-87.8	1:23	20.000	1.51	19	4.414	0.202	0.314	3.140	5800	6.100	6.327	0.576	12.2	Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	6.187	569	bb		3.08	-84.6	1:23	20.000	1.00	799	4.131	-0.264	-0.089	2.649	8217	6.088	6.286	0.717	15.4	Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	5.993	1	bb		0.00		1:44		2.13	1	2.420	-1.051	0.242	4.268	9	5.935	6.121	1.873		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	6.180	1081	bb		5.85	-70.8	1:24	20.000	0.92	2682	4.653	-0.257	-0.054	2.888	14412	6.071	6.289	0.964	29.2	Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	6.190	876	bb		4.73	-76.3	1:24	20.000	0.99	1901	4.305	-0.104	0.155	2.859	12023	6.081	6.299	0.763	23.7	Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	5.648	1	bd		0.00		1:44		1.72	1	2.596	-0.909	0.250	4.637	9	5.587	5.759	1.852		Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	6.170	1317	bb		7.12	-64.4	1:25	20.000	0.97	1868	4.261	-0.361	0.075	2.817	17720	6.071	6.269	1.101	35.6	Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	6.177	958	bb		5.18	-74.1	1:25	20.000	1.06	30	4.540	0.213	0.350	3.176	12867	6.078	6.286	0.834	25.9	Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	6.319	1	bb		0.01		1:44		0.85	2	3.490	-0.668	0.117	3.318	19	6.240	6.388	0.975		Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	6.179	178	bb		0.96	-90.4	1:26	10.000	1.13	303	6.256	-0.559	0.117	3.281	2013	6.100	6.278	0.515	9.6	Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	6.187	250	bb		1.35	-86.5	1:26	10.000	0.89	417	4.791	-0.352	-0.019	2.987	3197	6.088	6.275	0.644	13.5	Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	5.848	1	bb		0.00		1:44		0.86	1	3.624	-0.676	0.036	2.158	15	5.791	5.906	0.324		Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	6.187	1031	bb		5.58	-44.2	1:16	10.000	1.13	30	5.041	0.164	0.385	3.588	11802	6.068	6.326	0.787	55.8	Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	6.177	1322	bb		7.15	-28.5	1:16	10.000	1.44	500	5.131	-0.094	0.189	3.188	16405	6.078	6.325	1.015	71.5	Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	6.348	1	bb		0.01		1:44		0.71	2	1.795	-0.483	-0.040	2.739	20	6.279	6.398	0.874		Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	6.189	241	bb		1.30	-87.0	1:27	10.000	0.58	490	3.865	0.590	-0.230	2.507	3822	6.011	6.298	2.336	13.0	Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	6.179	136	bb		0.73	-92.7	1:27	10.000	1.21	195	5.584	-0.536	0.116	3.067	1655	6.100	6.278	0.471	7.3	Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	6.160	7	bb		0.04		1:44		1.23	15	3.685	1.012	-0.079	2.766	125	6.061	6.289			Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	6.167	469	bb		2.54	-74.6	1:28	10.000	1.60	80	4.861	-0.310	0.067	2.969	5936	6.088	6.306	2.040	25.4	Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	6.189	368	bb		1.99	-80.1	1:28	10.000	0.86	534	4.748	-0.421	0.002	2.861	4885	6.090	6.278	1.549	19.9	Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	5.896	2	bb		0.01		1:44		1.65	1	3.921	-0.287	0.494	3.914	21	5.829	6.012			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	6.180	966	bb		5.22	-47.8	1:29	10.000	1.82	2427	4.715	0.296	0.331	2.967	13162	6.091	6.348	1.212	52.2	Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	6.179	749	bb		4.05	-59.5	1:29	10.000	1.02	1439	4.273	-0.137	0.009	2.830	10423	6.080	6.288	0.842	40.5	Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	5.768	1	db		0.01		1:44		1.58	2	2.352	-0.248	0.472	3.352	15	5.719	5.855	0.577		Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	6.177	220	bb		1.19	-88.1	1:30	10.000	1.29	248	4.614	-0.268	0.170	3.070	2778	6.088	6.296	0.835	11.9	Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	6.177	194	bb		1.05	-89.5	1:30	10.000	0.93	317	4.489	0.604	0.498	3.327	2504	6.039	6.306	0.547	10.5	Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	5.599	1	bb		0.00		1:44		0.97	1	4.487	-0.703	-0.039	3.198	8	5.507	5.690	0.954		Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	6.167	229	bb		1.24	-87.6	1:31	10.000	1.64	465	4.829	0.037	0.121	3.201	2853	6.078	6.325	0.771	12.4	Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	6.179	415	bb		2.25	-77.5	1:31	10.000	1.33	711	4.170	-0.192	0.011	2.663	5979	6.090	6.298	0.851	22.5	Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	5.708	1	bb		0.00		1:44		1.39	1	4.480	-0.577	0.399	3.278	8	5.637	5.816	6.430		Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	6.170	744	bb		4.02	-79.9	1:32	20.000	0.82	1990	4.279	-0.229	0.021	2.633	10884	6.061	6.259	0.750	20.1	Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	6.168	993	bb		5.37	-73.2	1:32	20.000	1.09	1554	4.583	-0.054	0.168	2.958	13614	6.069	6.276	1.127	26.8	Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	5.816	1	db		0.00		1:44		1.64	2	2.360	-0.574	0.181	3.170	10	5.759	5.913	0.033		Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	6.157	374	bb		2.02	-89.9	1:33	20.000	1.39	602	4.175	-0.060	0.159	2.747	5323	6.068	6.286	0.855	10.1	Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	6.150	400	bb		2.16	-89.2	1:33	20.000	1.51	619	4.588	-0.009	0.168	3.005	5206	6.051	6.308	0.913	10.8	Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	5.944	1	bd		0.00		1:44		2.38	2	3.560	-0.893	0.459	5.043	9	5.877	6.111	2.271		Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	6.166	1849	bb		9.99	-0.1	1:34	10.000	1.02	2857	4.626	-0.191	0.081	3.060	23504	6.057	6.285	1.305	99.9	Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	6.150	894	bb		4.83	-51.7	1:34	10.000	1.57	1365	5.148	-0.146	0.231	3.264	10706	6.052	6.309	0.673	48.3	Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	6.149	21	bb		0.11		1:44		0.60	33	3.492	-0.407	-0.019	2.118	388	6.061	6.209			Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	6.170	1026	bb		5.54	-44.6	1:15	10.000	1.24	2212	4.910	-0.120	0.053	3.167	12569	6.062	6.309	0.697	55.4	Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	6.160	1637	bb		8.85	-11.5	1:15	10.000	1.53	1866	4.869	0.317	0.244	3.112	21066	6.062	6.319	0.990	88.5	Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	5.789	1	db		0.01		1:44		2.33	1	6.317	-0.653	0.320	3.908	14	5.741	5.914	4.232		Analyte

Compound 41:  PFDS

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	6.199	988	bb	7909	1.59		1:15		1.10	3017	4.619	-0.372	0.127	2.972	12506	6.110	6.298	1.446		Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	6.199	839	bb	7318	1.46		1:15		0.84	1393	4.312	-0.143	-0.027	2.802	11897	6.100	6.288	1.023		Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	5.680	2	bb	4			1:44		0.96	3	3.728	-0.334	-0.088	4.586	17	5.558	5.799	1.994		Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	6.200	88	bb	4302	0.27		1:17		0.87	195	3.822	-0.328	0.081	2.472	1368	6.111	6.279	1.011		Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	6.197	50	bb	4122	0.16		1:17		1.08	69	4.235	-0.010	-0.146	2.812	702	6.088	6.316	1.049		Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	6.444	2	bb	1			1:44		0.37	2	1.969	-0.650	-0.459	4.556	18	6.296	6.503	2.066		Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	6.179	135	bb	5843	0.30		1:18		1.28	170	4.234	0.068	0.227	3.005	1800	6.080	6.308	4.305		Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	6.200	63	bb	5711	0.15		1:18		1.13	113	3.700	-0.335	0.080	2.519	944	6.131	6.279	2.131		Analyte
9	AED-0031514-PFAS-18Jul19-009	blank				1			1:44													Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	6.189	21	bb	3976	0.07		1:19		0.94	22	4.387	-0.347	0.083	2.586	320	6.100	6.278	1.659		Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	6.190	35	bb	4042	0.12		1:19		1.11	49	4.102	0.351	0.133	2.820	488	6.072	6.329	2.194		Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	5.924	1	bb	1			1:44		0.58	1	1.925	-0.373	-0.250	2.915	12	5.847	5.972	1.854		Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	6.177	271	bb	6989	0.50		1:20		1.08	375	4.698	-0.312	0.059	3.220	3231	6.078	6.286	1.089		Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	6.187	402	bb	6839	0.75		1:20		0.76	922	4.436	-0.292	0.023	2.793	5576	6.078	6.276	1.720		Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	6.197	1	db	2			1:44		1.15	4	3.443	-0.453	-0.109	2.443	24	6.138	6.266	2.122		Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	6.187	239	bb	6451	0.48		1:21		0.85	371	4.020	-0.154	0.161	2.744	3459	6.079	6.286	1.674		Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	6.178	250	bb	6450	0.50		1:21		1.00	9	4.697	-0.427	-0.038	2.821	3323	6.098	6.266	1.519		Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	6.168	1	bd	1			1:44		1.63	1	2.793	-0.874	0.366	4.054	11	6.108	6.276			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	6.179	178	bb	4738	0.48		1:22		0.57	364	3.939	-0.169	-0.029	2.589	2577	6.041	6.258	1.537		Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	6.188	292	bb	5278	0.71		1:22		1.15	465	5.277	0.173	0.104	3.125	3709	6.049	6.356	4.647		Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	6.121	2	bb	1			1:44		0.30	2	1.960	-1.064	-0.172	5.353	16	5.935	6.181	4.023		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	6.189	283	bb	11546	0.63		1:23		1.32	343	4.768	-0.205	0.071	2.946	3672	6.100	6.318	4.558		Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	6.187	120	bb	11555	0.27		1:23		0.69	224	3.817	-0.331	-0.212	2.781	1659	6.098	6.256	0.485		Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	5.722	2	bb	29			1:44		0.40	2	3.260	-0.644	-0.366	4.602	22	5.590	5.781	4.534		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	6.190	210	bb	11788	0.46		1:24		1.04	12	4.545	-0.315	0.101	2.837	2879	6.111	6.279	1.808		Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	6.190	188	bb	10986	0.44		1:24		1.12	357	4.817	-0.345	0.154	2.824	2562	6.111	6.279	1.213		Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	6.276	2	bb	1			1:44		0.67	2	5.078	0.077	-0.424	3.901	20	6.148	6.365			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	6.180	320	bb	12463	0.66		1:25		1.18	570	4.894	-0.291	0.052	3.113	3855	6.072	6.309	2.264		Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	6.187	241	bb	12231	0.51		1:25		1.25	373	4.183	-0.118	0.153	2.744	3348	6.078	6.326	0.939		Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	5.742	2	bb	1			1:44		1.37	3	3.427	-0.362	0.184	3.092	27	5.681	5.829	5.202		Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	6.199	47	bb	4660	0.13		1:26		0.92	119	3.511	-0.274	-0.039	2.314	785	6.110	6.288	6.888		Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	6.197	12	MM	5174	0.04		1:26		2.33	18	2.095	0.852	0.739	3.028	171	6.137	6.335	0.573		Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	6.012	1	bb	1			1:44		0.38	1	1.780	-1.052	-0.299	4.654	8	5.868	6.072	0.701		Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	6.187	9994	bb	5852	21.65		1:16		2.39	239	4.597	3.346	0.844	3.227	131278	6.088	6.435	1.710		Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	6.187	9233	bb	5657	20.69		1:16		1.65	5192	4.561	1.418	0.512	3.091	124964	6.078	6.375	1.583		Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	6.072	1	bd	3			1:44		1.05	2	3.695	-0.394	0.250	2.676	19	6.012	6.141	2.998		Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	6.199	14	bb	4593	0.04		1:27		1.12	26	3.656	1.538	0.233	2.566	240	6.100	6.318	0.663		Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	6.179	27	bb	3946	0.09		1:27		1.10	47	3.712	1.215	-0.233	2.354	473	6.060	6.317	0.648		Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	5.712	1	bb	1			1:44		1.77	1	2.506	-0.056	0.404	3.067	17	5.651	5.820	2.140		Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	6.187	43	bb	3956	0.14		1:28		0.63	61	3.852	1.111	-0.508	2.726	654	6.049	6.276	2.333		Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	6.189	23	bb	3360	0.10		1:28		1.03	59	3.714	1.780	0.334	2.807	390	6.080	6.308	28.523		Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	6.003	1	dd	1			1:44		0.76	1	3.570	-0.926	-0.136	3.830	7	5.906	6.082	0.783		Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	6.180	326	bb	6163	0.68		1:29		1.16	474	5.242	-0.386	0.038	3.050	4091	6.091	6.289	2.448		Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	6.179	225	bb	5862	0.49		1:29		1.15	520	3.948	-0.368	0.113	2.628	3259	6.110	6.268	0.927		Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	6.266	1	bd	1			1:44		0.51	2	2.670	-0.806		2.618	13	6.177	6.316	1.350		Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	6.187	29	bb	2913	0.13		1:30		1.77	51	3.517	0.052	0.221	2.290	507	6.128	6.296	0.494		Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	6.187	31	bb	3220	0.13		1:30		1.14	90	3.597	-0.204	0.206	2.309	515	6.118	6.266	0.380		Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	6.130	0	db	0			1:44		1.30	1	2.095	-0.977	-0.043	2.278	8	6.090	6.189	0.787		Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	6.157	57	bb	4629	0.16		1:31		0.94	4	4.847	-0.441	0.094	3.027	712	6.049	6.266	0.549		Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	6.179	109	bb	4192	0.34		1:31		1.46	243	4.028	0.241	0.256	2.429	1814	6.100	6.298	9.484		Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	5.826	1	bb	1			1:44		0.77	1	3.896	-0.817	-0.164	3.814	6	5.719	5.913	1.312		Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	6.170	267	bb	11503	0.59		1:32		0.46	576	4.525	0.353	-0.093	2.705	3894	6.002	6.249	3.087		Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	6.158	238	bb	10853	0.56		1:32		1.16	447	3.897	-0.313	0.061	2.538	3622	6.089	6.247	2.647		Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	6.296	1	bb	2			1:44		1.87	1	3.390	-0.738	0.171	3.920	14	6.237	6.415	1.336		Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	6.157	428	bb	11491	0.95		1:33		1.87	394	5.310	0.005	0.230	3.157	5221	6.069	6.335	3.962		Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	6.161	389	bb	12008	0.83		1:33		1.36	635	4.145	0.116	0.209	2.705	5732	6.071	6.289	3.168		Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	6.190	1	bb	10			1:44		1.35	1	4.081	-0.662	0.223	3.258	14	6.131	6.279	0.429		Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	6.166	4861	bb	6223	9.91		1:34		1.74	5630	4.429	0.412	0.333	3.036	64120	6.077	6.334	1.788		Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	6.161	4844	bb	6316	9.73		1:34		1.81	5027	4.281	1.317	0.508	3.163	64838	6.062	6.348	1.649		Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	6.209	2	db	1			1:44		0.83	2	6.080	-0.605	-0.085	3.337	23	6.110	6.298	2.620		Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	6.171	1184	bb	6424	2.34		1:15		1.07	1014	4.616	-0.254	0.020	2.921	15765	6.072	6.279	1.509		Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	6.161	950	bb	6348	1.90		1:15		1.26	1876	4.389	-0.137	0.188	2.905	12957	6.072	6.279	1.618		Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	6.278	1	bb	1			1:44		0.48	1	4.007	-0.527	-0.190	3.641	11	6.159	6.337	0.774		Analyte

Compound 42:  PFDoA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	6.427	3530	bb	17739	2.05		1:15		0.90	5623	4.153	-0.257	-0.003	2.717	50375	6.328	6.521			Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	6.427	3633	bb	19806	1.89		1:15		0.98	5341	4.055	-0.258	0.029	2.825	49307	6.328	6.528			Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	6.417	1	bb	62			1:44		1.05	2	1.957	-0.746	0.038	2.811	23	6.367	6.476			Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	6.418	393	bb	2514	1.61		1:17		0.95	682	4.121	-0.206	0.131	2.785	5469	6.309	6.528			Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	6.415	269	bb	2519	1.10		1:17		1.21	415	4.352	-0.255	0.208	2.779	3806	6.336	6.511			Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	6.435	2	bb	24			1:44		0.90	3	4.510	-0.479	0.351	5.339	18	6.316	6.549			Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	6.417	220	bb	2150	1.06		1:18		1.03	293	3.949	0.047	0.173	2.946	2927	6.288	6.551			Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	6.418	290	bb	2063	1.45		1:18		1.62	421	3.859	0.088	0.249	2.781	4161	6.339	6.550			Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	6.247	0	bb	6			1:44		0.61	1	4.410	-0.639	-0.431	3.669	6	6.119	6.326			Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	6.407	75	bb	1561	0.50		1:19		1.94	125	3.750	0.207	0.298	2.693	1111	6.348	6.536			Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	6.418	78	bb	1597	0.51		1:19		0.84	98	3.781	-0.363	-0.016	2.527	1173	6.339	6.487			Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	5.809	0	bb	1			1:44		1.45	1	3.686	-0.938	0.104	4.266	5	5.741	5.915			Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	6.405	1784	bb	7473	2.45		1:20		1.49	213	4.328	0.212	0.310	2.994	23709	6.316	6.541			Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	6.425	1393	bb	8113	1.77		1:20		1.29	4247	3.981	-0.012	0.213	2.677	20895	6.346	6.534			Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	5.971	1	bb	36			1:44		0.50	2	2.688		-0.504	2.633	18	5.856	6.029			Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	6.435	978	bb	6114	1.65		1:21		0.93	697	3.914	-0.291	0.013	2.567	14533	6.346	6.519			Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	6.415	661	bb	6004	1.14		1:21		0.81	195	4.198	-0.094	-0.100	2.802	9266	6.306	6.504			Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	6.654	1	db	34			1:44		1.20	1	2.008	-1.013	-0.085	2.762	9	6.616	6.706			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	6.407	665	bb	4403	1.56		1:22		1.43	1101	4.251	-0.224	0.113	2.785	9146	6.318	6.536			Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	6.415	950	bb	4817	2.03		1:22		0.98	1653	4.211	-0.298	0.092	2.694	13518	6.326	6.512			Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	6.618	0	bb	17			1:44		1.10	1	2.812	-0.732		2.449	10	6.573	6.670			Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	6.427	596	bb	4556	2.69		1:23		1.35	1111	4.180	-0.122	0.228	2.838	8237	6.348	6.536			Analyte
